DOI,Title,Journal,Publication Date,Given Name,Family Name,Affiliation
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Haithem,Afli,Not available
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Mario,López-Pérez,Not available
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Juan Carlos,Rodríguez,Not available
10.3390/ijms222112050,Multi-Omics Study of Keystone Species in a Cystic Fibrosis Microbiome,International Journal of Molecular Sciences,2021,Cynthia B.,Silveira,Not available
10.3390/ijms222112050,Multi-Omics Study of Keystone Species in a Cystic Fibrosis Microbiome,International Journal of Molecular Sciences,2021,Ana G.,Cobián-Güemes,Not available
10.3390/ijms222112050,Multi-Omics Study of Keystone Species in a Cystic Fibrosis Microbiome,International Journal of Molecular Sciences,2021,Carla,Uranga,Not available
10.3390/ijms222112050,Multi-Omics Study of Keystone Species in a Cystic Fibrosis Microbiome,International Journal of Molecular Sciences,2021,Jonathon L.,Baker,Not available
10.3390/ijms222112050,Multi-Omics Study of Keystone Species in a Cystic Fibrosis Microbiome,International Journal of Molecular Sciences,2021,Anna,Edlund,Not available
10.3390/ijms222112050,Multi-Omics Study of Keystone Species in a Cystic Fibrosis Microbiome,International Journal of Molecular Sciences,2021,Forest,Rohwer,Not available
10.3390/ijms222112050,Multi-Omics Study of Keystone Species in a Cystic Fibrosis Microbiome,International Journal of Molecular Sciences,2021,Douglas,Conrad,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Mark,Little,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Emma E.,George,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Milou G. I.,Arts,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Jade,Shivak,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Sean,Benler,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Joel,Huckeba,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Zachary A.,Quinlan,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Vittorio,Boscaro,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Benjamin,Mueller,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Ana Georgina Cobián,Güemes,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Maria Isabel,Rojas,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Brandie,White,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Daniel,Petras,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Cynthia B.,Silveira,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Andreas F.,Haas,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Linda Wegley,Kelly,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Mark J. A.,Vermeij,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Robert A.,Quinn,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Patrick J.,Keeling,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Pieter C.,Dorrestein,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Forest,Rohwer,Not available
10.3389/fmars.2021.627724,Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata,Frontiers in Marine Science,2021,Ty N. F.,Roach,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Cynthia B.,Silveira,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Felipe H.,Coutinho,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Giselle S.,Cavalcanti,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Sean,Benler,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Michael P.,Doane,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Elizabeth A.,Dinsdale,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Robert A.,Edwards,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Ronaldo B.,Francini-Filho,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Cristiane C.,Thompson,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Antoni,Luque,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Forest L.,Rohwer,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Fabiano,Thompson,Not available
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Ty N. F.,Roach,"Hawaiʻi Institute of Marine Biology, University of Hawaiʻi at Mānoa, Kāneʻohe, HI 96744;, Biosphere 2, University of Arizona, Oracle, AZ 85739;, Department of Biology, San Diego State University, San Diego, CA 92182;, Viral Information Institute, San Diego State University, San Diego, CA 92182;"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Mark,Little,"Department of Biology, San Diego State University, San Diego, CA 92182;, Viral Information Institute, San Diego State University, San Diego, CA 92182;"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Milou G. I.,Arts,"Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, 1090 GE, Amsterdam, The Netherlands;, Royal Netherlands Institute for Sea Research (NIOZ), Utrecht University, 1790 AB, Den Burg, Texel, The Netherlands;, Department of Botany, University of British Columbia, Vancouver, BC, Canada V6T1Z4;"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Joel,Huckeba,"Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, 1090 GE, Amsterdam, The Netherlands;"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Andreas F.,Haas,"Royal Netherlands Institute for Sea Research (NIOZ), Utrecht University, 1790 AB, Den Burg, Texel, The Netherlands;"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Emma E.,George,"Department of Botany, University of British Columbia, Vancouver, BC, Canada V6T1Z4;"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Robert A.,Quinn,"Department of Biochemistry and Molecular Biology, Michigan State University, East Lansing, MI 48823;"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Ana G.,Cobián-Güemes,"Department of Biology, San Diego State University, San Diego, CA 92182;"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Douglas S.,Naliboff,"Department of Biology, San Diego State University, San Diego, CA 92182;"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Cynthia B.,Silveira,"Department of Biology, San Diego State University, San Diego, CA 92182;, Viral Information Institute, San Diego State University, San Diego, CA 92182;"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Mark J. A.,Vermeij,"Royal Netherlands Institute for Sea Research (NIOZ), Utrecht University, 1790 AB, Den Burg, Texel, The Netherlands;, Caribbean Research and Management of Biodiversity (CARMABI), Willemstad, Curaçao;"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Linda Wegley,Kelly,"Department of Biology, San Diego State University, San Diego, CA 92182;"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Pieter C.,Dorrestein,"Collaborative Mass Spectrometry Innovation Center, Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California San Diego, La Jolla, CA 92093"
10.1073/pnas.1915455117,A multiomic analysis of in situ coral–turf algal interactions,Proceedings of the National Academy of Sciences,2020,Forest,Rohwer,"Department of Biology, San Diego State University, San Diego, CA 92182;, Viral Information Institute, San Diego State University, San Diego, CA 92182;"
10.1038/s41467-018-08286-4,Reply to: Caution in inferring viral strategies from abundance correlations in marine metagenomes,Nature Communications,2019,F. H.,Coutinho,Not available
10.1038/s41467-018-08286-4,Reply to: Caution in inferring viral strategies from abundance correlations in marine metagenomes,Nature Communications,2019,C. B.,Silveira,Not available
10.1038/s41467-018-08286-4,Reply to: Caution in inferring viral strategies from abundance correlations in marine metagenomes,Nature Communications,2019,G. B.,Gregoracci,Not available
10.1038/s41467-018-08286-4,Reply to: Caution in inferring viral strategies from abundance correlations in marine metagenomes,Nature Communications,2019,C. C.,Thompson,Not available
10.1038/s41467-018-08286-4,Reply to: Caution in inferring viral strategies from abundance correlations in marine metagenomes,Nature Communications,2019,R. A.,Edwards,Not available
10.1038/s41467-018-08286-4,Reply to: Caution in inferring viral strategies from abundance correlations in marine metagenomes,Nature Communications,2019,C. P. D.,Brussaard,Not available
10.1038/s41467-018-08286-4,Reply to: Caution in inferring viral strategies from abundance correlations in marine metagenomes,Nature Communications,2019,B. E.,Dutilh,Not available
10.1038/s41467-018-08286-4,Reply to: Caution in inferring viral strategies from abundance correlations in marine metagenomes,Nature Communications,2019,F. L.,Thompson,Not available
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Cynthia B,Silveira,"Department of Biology, San Diego State University, San Diego, United States, Viral Information Institute, San Diego State University, San Diego, United States"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Antoni,Luque,"Viral Information Institute, San Diego State University, San Diego, United States, Computational Science Research Center, San Diego State University, San Diego, United States, Department of Mathematics and Statistics, San Diego State University, San Diego, United States"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Ty NF,Roach,"Hawaii Institute of Marine Biology, University of Hawaii at Mānoa, Kāneohe, United States"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Helena,Villela,"Department of Microbiology, Rio de Janeiro Federal University, Rio de Janeiro, Brazil"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Adam,Barno,"Department of Microbiology, Rio de Janeiro Federal University, Rio de Janeiro, Brazil"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Kevin,Green,"Department of Biology, San Diego State University, San Diego, United States"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Brandon,Reyes,"Department of Biology, San Diego State University, San Diego, United States"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Esther,Rubio-Portillo,"Department of Physiology, Genetics and Microbiology, University of Alicante, Alicante, Spain"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Tram,Le,"Department of Biology, San Diego State University, San Diego, United States"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Spencer,Mead,"Department of Biology, San Diego State University, San Diego, United States"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Mark,Hatay,"Department of Biology, San Diego State University, San Diego, United States, Viral Information Institute, San Diego State University, San Diego, United States"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Mark JA,Vermeij,"CARMABI Foundation, Willemstad, Curaçao, Department of Freshwater and Marine Ecology, Institute for Biodiversity andEcosystem Dynamics, University of Amsterdam, Amsterdam, Netherlands"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Yuichiro,Takeshita,"Monterey Bay Aquarium Research Institute, Moss Landing, United States"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Andreas,Haas,"NIOZ Royal Netherlands Institute for Sea Research, Utrecht University, Texel, Netherlands"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Barbara,Bailey,"Department of Mathematics and Statistics, San Diego State University, San Diego, United States"
10.7554/eLife.49114,Biophysical and physiological processes causing oxygen loss from coral reefs,eLife,2019,Forest,Rohwer,"Department of Biology, San Diego State University, San Diego, United States, Viral Information Institute, San Diego State University, San Diego, United States"
10.1038/ncomms15955,Marine viruses discovered via metagenomics shed light on viral strategies throughout the oceans,Nature Communications,2017,Felipe H.,Coutinho,Not available
10.1038/ncomms15955,Marine viruses discovered via metagenomics shed light on viral strategies throughout the oceans,Nature Communications,2017,Cynthia B.,Silveira,Not available
10.1038/ncomms15955,Marine viruses discovered via metagenomics shed light on viral strategies throughout the oceans,Nature Communications,2017,Gustavo B.,Gregoracci,Not available
10.1038/ncomms15955,Marine viruses discovered via metagenomics shed light on viral strategies throughout the oceans,Nature Communications,2017,Cristiane C.,Thompson,Not available
10.1038/ncomms15955,Marine viruses discovered via metagenomics shed light on viral strategies throughout the oceans,Nature Communications,2017,Robert A.,Edwards,Not available
10.1038/ncomms15955,Marine viruses discovered via metagenomics shed light on viral strategies throughout the oceans,Nature Communications,2017,Corina P. D.,Brussaard,Not available
10.1038/ncomms15955,Marine viruses discovered via metagenomics shed light on viral strategies throughout the oceans,Nature Communications,2017,Bas E.,Dutilh,Not available
10.1038/ncomms15955,Marine viruses discovered via metagenomics shed light on viral strategies throughout the oceans,Nature Communications,2017,Fabiano L.,Thompson,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Ben,Knowles,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Barbara,Bailey,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Lance,Boling,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Mya,Breitbart,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Ana,Cobián-Güemes,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Javier,del Campo,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Rob,Edwards,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Ben,Felts,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Juris,Grasis,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Andreas F.,Haas,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Parag,Katira,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Linda Wegley,Kelly,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Antoni,Luque,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Jim,Nulton,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Lauren,Paul,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Gregory,Peters,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Nate,Robinett,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Stuart,Sandin,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Anca,Segall,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Cynthia,Silveira,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Merry,Youle,Not available
10.1038/nmicrobiol.2017.64,Variability and host density independence in inductions-based estimates of environmental lysogeny,Nature Microbiology,2017,Forest,Rohwer,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,Cynthia B.,Silveira,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,Gustavo B.,Gregoracci,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,Felipe H.,Coutinho,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,Genivaldo G. Z.,Silva,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,John M.,Haggerty,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,Louisi S.,de Oliveira,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,Anderson S.,Cabral,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,Carlos E.,Rezende,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,Cristiane C.,Thompson,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,Ronaldo B.,Francini-Filho,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,Robert A.,Edwards,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,Elizabeth A.,Dinsdale,Not available
10.3389/fmicb.2017.00784,Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle,Frontiers in Microbiology,2017,Fabiano L.,Thompson,Not available
10.1093/femsre/fux018,Microbial processes driving coral reef organic carbon flow,FEMS Microbiology Reviews,2017,Cynthia B.,Silveira,Not available
10.1093/femsre/fux018,Microbial processes driving coral reef organic carbon flow,FEMS Microbiology Reviews,2017,Giselle S.,Cavalcanti,Not available
10.1093/femsre/fux018,Microbial processes driving coral reef organic carbon flow,FEMS Microbiology Reviews,2017,Juline M.,Walter,Not available
10.1093/femsre/fux018,Microbial processes driving coral reef organic carbon flow,FEMS Microbiology Reviews,2017,Arthur W.,Silva-Lima,Not available
10.1093/femsre/fux018,Microbial processes driving coral reef organic carbon flow,FEMS Microbiology Reviews,2017,Elizabeth A.,Dinsdale,Not available
10.1093/femsre/fux018,Microbial processes driving coral reef organic carbon flow,FEMS Microbiology Reviews,2017,David G.,Bourne,Not available
10.1093/femsre/fux018,Microbial processes driving coral reef organic carbon flow,FEMS Microbiology Reviews,2017,Cristiane C.,Thompson,Not available
10.1093/femsre/fux018,Microbial processes driving coral reef organic carbon flow,FEMS Microbiology Reviews,2017,Fabiano L.,Thompson,Not available
10.1038/npjbiofilms.2016.10,Piggyback-the-Winner in host-associated microbial communities,npj Biofilms and Microbiomes,2016,Cynthia B,Silveira,Not available
10.1038/npjbiofilms.2016.10,Piggyback-the-Winner in host-associated microbial communities,npj Biofilms and Microbiomes,2016,Forest L,Rohwer,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Andreas F.,Haas,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Mohamed F. M.,Fairoz,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Linda W.,Kelly,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Craig E.,Nelson,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Elizabeth A.,Dinsdale,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Robert A.,Edwards,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Steve,Giles,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Mark,Hatay,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Nao,Hisakawa,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Ben,Knowles,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Yan Wei,Lim,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Heather,Maughan,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Olga,Pantos,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Ty N. F.,Roach,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Savannah E.,Sanchez,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Cynthia B.,Silveira,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Stuart,Sandin,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Jennifer E.,Smith,Not available
10.1038/nmicrobiol.2016.42,Global microbialization of coral reefs,Nature Microbiology,2016,Forest,Rohwer,Not available
10.1098/rspb.2016.0467,Energetic differences between bacterioplankton trophic groups and coral reef resistance,Proceedings of the Royal Society B: Biological Sciences,2016,Tracey,McDole Somera,"Biology Department, San Diego State University, 5500 Campanile Drive, San Diego, CA 92182, USA"
10.1098/rspb.2016.0467,Energetic differences between bacterioplankton trophic groups and coral reef resistance,Proceedings of the Royal Society B: Biological Sciences,2016,Barbara,Bailey,"Department of Mathematics and Statistics, San Diego State University, 5500 Campanile Drive, San Diego, CA 92182, USA"
10.1098/rspb.2016.0467,Energetic differences between bacterioplankton trophic groups and coral reef resistance,Proceedings of the Royal Society B: Biological Sciences,2016,Katie,Barott,"Biology Department, San Diego State University, 5500 Campanile Drive, San Diego, CA 92182, USA"
10.1098/rspb.2016.0467,Energetic differences between bacterioplankton trophic groups and coral reef resistance,Proceedings of the Royal Society B: Biological Sciences,2016,Juris,Grasis,"Biology Department, San Diego State University, 5500 Campanile Drive, San Diego, CA 92182, USA"
10.1098/rspb.2016.0467,Energetic differences between bacterioplankton trophic groups and coral reef resistance,Proceedings of the Royal Society B: Biological Sciences,2016,Mark,Hatay,"Biology Department, San Diego State University, 5500 Campanile Drive, San Diego, CA 92182, USA"
10.1098/rspb.2016.0467,Energetic differences between bacterioplankton trophic groups and coral reef resistance,Proceedings of the Royal Society B: Biological Sciences,2016,Brett J.,Hilton,"Biology Department, San Diego State University, 5500 Campanile Drive, San Diego, CA 92182, USA"
10.1098/rspb.2016.0467,Energetic differences between bacterioplankton trophic groups and coral reef resistance,Proceedings of the Royal Society B: Biological Sciences,2016,Nao,Hisakawa,"Biology Department, San Diego State University, 5500 Campanile Drive, San Diego, CA 92182, USA"
10.1098/rspb.2016.0467,Energetic differences between bacterioplankton trophic groups and coral reef resistance,Proceedings of the Royal Society B: Biological Sciences,2016,Bahador,Nosrat,"Biology Department, San Diego State University, 5500 Campanile Drive, San Diego, CA 92182, USA"
10.1098/rspb.2016.0467,Energetic differences between bacterioplankton trophic groups and coral reef resistance,Proceedings of the Royal Society B: Biological Sciences,2016,James,Nulton,"Department of Mathematics and Statistics, San Diego State University, 5500 Campanile Drive, San Diego, CA 92182, USA"
