"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XVLJ8LLE","journalArticle","2021","George, Emma E.; Mullinix, James A.; Meng, Fanwei; Bailey, Barbara A.; Edwards, Clinton; Felts, Ben; Haas, Andreas F.; Hartmann, Aaron C.; Mueller, Benjamin; Roach, Ty N. F.; Salamon, Peter; Silveira, Cynthia; Vermeij, Mark J. A.; Rohwer, Forest; Luque, Antoni","Space-filling and benthic competition on coral reefs","PeerJ","","2167-8359","10.7717/peerj.11213","https://peerj.com/articles/11213","Reef-building corals are ecosystem engineers that compete with other benthic organisms for space and resources. Corals harvest energy through their surface by photosynthesis and heterotrophic feeding, and they divert part of this energy to defend their outer colony perimeter against competitors. Here, we hypothesized that corals with a larger space-filling surface and smaller perimeters increase energy gain while reducing the exposure to competitors. This predicted an association between these two geometric properties of corals and the competitive outcome against other benthic organisms. To test the prediction, fifty coral colonies from the Caribbean island of Curaçao were rendered using digital 3D and 2D reconstructions. The surface areas, perimeters, box-counting dimensions (as a proxy of surface and perimeter space-filling), and other geometric properties were extracted and analyzed with respect to the percentage of the perimeter losing or winning against competitors based on the coral tissue apparent growth or damage. The increase in surface space-filling dimension was the only significant single indicator of coral winning outcomes, but the combination of surface space-filling dimension with perimeter length increased the statistical prediction of coral competition outcomes. Corals with larger surface space-filling dimensions (Ds > 2) and smaller perimeters displayed more winning outcomes, confirming the initial hypothesis. We propose that the space-filling property of coral surfaces complemented with other proxies of coral competitiveness, such as life history traits, will provide a more accurate quantitative characterization of coral competition outcomes on coral reefs. This framework also applies to other organisms or ecological systems that rely on complex surfaces to obtain energy for competition.","2021-06-29","2024-02-26 08:46:49","2024-02-26 08:46:49","2024-02-26 08:46:49","e11213","","","9","","PeerJ","","","","","","","","en","","","","","peerj.com","","Publisher: PeerJ Inc.","","/home/abelardoacm/Zotero/storage/KGPLZ7G7/George et al. - 2021 - Space-filling and benthic competition on coral ree.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVXQDFQ9","journalArticle","2021","Silveira, Cynthia B.; Luque, Antoni; Rohwer, Forest","The landscape of lysogeny across microbial community density, diversity and energetics","Environmental Microbiology","","1462-2920","10.1111/1462-2920.15640","https://onlinelibrary.wiley.com/doi/abs/10.1111/1462-2920.15640","Lysogens are common at high bacterial densities, an observation that contrasts with the prevailing view of lysogeny as a low-density refugium strategy. Here, we review the mechanisms regulating lysogeny in complex communities and show that the additive effects of coinfections, diversity and host energic status yield a bimodal distribution of lysogeny as a function of microbial densities. At high cell densities (above 106 cells ml−1 or g−1) and low diversity, coinfections by two or more phages are frequent and excess energy availability stimulates inefficient metabolism. Both mechanisms favour phage integration and characterize the Piggyback-the-Winner dynamic. At low densities (below 105 cells ml−1 or g−1), starvation represses lytic genes and extends the time window for lysogenic commitment, resulting in a higher frequency of coinfections that cause integration. This pattern follows the predictions of the refugium hypothesis. At intermediary densities (between 105 and 106 cells ml−1 or g−1), encounter rates and efficient energy metabolism favour lysis. This may involve Kill-the-Winner lytic dynamics and induction. Based on these three regimes, we propose a framework wherein phage integration occurs more frequently at both ends of the host density gradient, with distinct underlying molecular mechanisms (coinfections and host metabolism) dominating at each extreme.","2021","2024-02-26 08:47:01","2024-02-26 08:47:01","2024-02-26 08:47:01","4098-4111","","8","23","","","","","","","","","","en","© 2021 Society for Applied Microbiology and John Wiley & Sons Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/1462-2920.15640","","/home/abelardoacm/Zotero/storage/YNFVW6I5/Silveira et al. - 2021 - The landscape of lysogeny across microbial communi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z9JSDJHM","journalArticle","2021","Forcone, Kathryn; Coutinho, Felipe H.; Cavalcanti, Giselle S.; Silveira, Cynthia B.","Prophage Genomics and Ecology in the Family Rhodobacteraceae","Microorganisms","","2076-2607","10.3390/microorganisms9061115","https://www.mdpi.com/2076-2607/9/6/1115","Roseobacters are globally abundant bacteria with critical roles in carbon and sulfur biogeochemical cycling. Here, we identified 173 new putative prophages in 79 genomes of Rhodobacteraceae. These prophages represented 1.3 ± 0.15% of the bacterial genomes and had no to low homology with reference and metagenome-assembled viral genomes from aquatic and terrestrial ecosystems. Among the newly identified putative prophages, 35% encoded auxiliary metabolic genes (AMGs), mostly involved in secondary metabolism, amino acid metabolism, and cofactor and vitamin production. The analysis of integration sites and gene homology showed that 22 of the putative prophages were actually gene transfer agents (GTAs) similar to a GTA of Rhodobacter capsulatus. Twenty-three percent of the predicted prophages were observed in the TARA Oceans viromes generated from free viral particles, suggesting that they represent active prophages capable of induction. The distribution of these prophages was significantly associated with latitude and temperature. The prophages most abundant at high latitudes encoded acpP, an auxiliary metabolic gene involved in lipid synthesis and membrane fluidity at low temperatures. Our results show that prophages and gene transfer agents are significant sources of genomic diversity in roseobacter, with potential roles in the ecology of this globally distributed bacterial group.","2021-06","2024-02-26 08:47:15","2024-02-26 08:47:15","2024-02-26 08:47:15","1115","","6","9","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 6 Publisher: Multidisciplinary Digital Publishing Institute","","/home/abelardoacm/Zotero/storage/H36WHFTB/Forcone et al. - 2021 - Prophage Genomics and Ecology in the Family Rhodob.pdf","","","auxiliary metabolic genes; global distribution; roseophage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BT4CXUF","journalArticle","2021","Ventero, Maria Paz; Cuadrat, Rafael R. C.; Vidal, Inmaculada; Andrade, Bruno G. N.; Molina-Pardines, Carmen; Haro-Moreno, Jose M.; Coutinho, Felipe H.; Merino, Esperanza; Regitano, Luciana C. A.; Silveira, Cynthia B.; Afli, Haithem; López-Pérez, Mario; Rodríguez, Juan Carlos","Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19","Frontiers in Microbiology","","1664-302X","10.3389/fmicb.2021.637430","https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2021.637430","BackgroundSARS-CoV-2 is an RNA virus causing COVID-19. The clinical characteristics and epidemiology of COVID-19 have been extensively investigated, however, only one study so far focused on the patient’s nasopharynx microbiota. In this study we investigated the nasopharynx microbial community of patients that developed different severity levels of COVID-19. We performed 16S ribosomal DNA sequencing from nasopharyngeal swab samples obtained from SARS-CoV-2 positive (56) and negative (18) patients in the province of Alicante (Spain) in their first visit to the hospital. Positive SARS-CoV-2 patients were observed and later categorized in mild (symptomatic without hospitalization), moderate (hospitalization), and severe (admission to ICU). We compared the microbiota diversity and OTU composition among severity groups and built bacterial co-abundance networks for each group.ResultsStatistical analysis indicated differences in the nasopharyngeal microbiome of COVID19 patients. 62 OTUs were found exclusively in SARS-CoV-2 positive patients, mostly classified as members of the phylum Bacteroidota (18) and Firmicutes (25). OTUs classified as Prevotella were found to be significantly more abundant in patients that developed more severe COVID-19. Furthermore, co-abundance analysis indicated a loss of network complexity among samples from patients that later developed more severe symptoms.ConclusionOur study shows that the nasopharyngeal microbiome of COVID-19 patients showed differences in the composition of specific OTUs and complexity of co-abundance networks. Taxa with differential abundances among groups could serve as biomarkers for COVID-19 severity. Nevertheless, further studies with larger sample sizes should be conducted to validate these results.","2021","2024-02-26 08:47:34","2024-02-26 09:00:52","2024-02-26 08:47:34","","","","12","","","","","","","","","","","","","","","Frontiers","","","","/home/abelardoacm/Zotero/storage/FHJP76F6/Ventero et al. - 2021 - Nasopharyngeal Microbial Communities of Patients I.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LM3CFTAP","journalArticle","2021","Silveira, Cynthia B.; Cobián-Güemes, Ana G.; Uranga, Carla; Baker, Jonathon L.; Edlund, Anna; Rohwer, Forest; Conrad, Douglas","Multi-Omics Study of Keystone Species in a Cystic Fibrosis Microbiome","International Journal of Molecular Sciences","","1422-0067","10.3390/ijms222112050","https://www.mdpi.com/1422-0067/22/21/12050","Ecological networking and in vitro studies predict that anaerobic, mucus-degrading bacteria are keystone species in cystic fibrosis (CF) microbiomes. The metabolic byproducts from these bacteria facilitate the colonization and growth of CF pathogens like Pseudomonas aeruginosa. Here, a multi-omics study informed the control of putative anaerobic keystone species during a transition in antibiotic therapy of a CF patient. A quantitative metagenomics approach combining sequence data with epifluorescence microscopy showed that during periods of rapid lung function loss, the patient’s lung microbiome was dominated by the anaerobic, mucus-degrading bacteria belonging to Streptococcus, Veillonella, and Prevotella genera. Untargeted metabolomics and community cultures identified high rates of fermentation in these sputa, with the accumulation of lactic acid, citric acid, and acetic acid. P. aeruginosa utilized these fermentation products for growth, as indicated by quantitative transcriptomics data. Transcription levels of P. aeruginosa genes for the utilization of fermentation products were proportional to the abundance of anaerobic bacteria. Clindamycin therapy targeting Gram-positive anaerobes rapidly suppressed anaerobic bacteria and the accumulation of fermentation products. Clindamycin also lowered the abundance and transcription of P. aeruginosa, even though this patient’s strain was resistant to this antibiotic. The treatment stabilized the patient’s lung function and improved respiratory health for two months, lengthening by a factor of four the between-hospitalization time for this patient. Killing anaerobes indirectly limited the growth of P. aeruginosa by disrupting the cross-feeding of fermentation products. This case study supports the hypothesis that facultative anaerobes operated as keystone species in this CF microbiome. Personalized multi-omics may become a viable approach for routine clinical diagnostics in the future, providing critical information to inform treatment decisions.","2021-01","2024-02-26 08:47:49","2024-02-26 08:47:49","2024-02-26 08:47:49","12050","","21","22","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 21 Publisher: Multidisciplinary Digital Publishing Institute","","/home/abelardoacm/Zotero/storage/2NUAXGUF/Silveira et al. - 2021 - Multi-Omics Study of Keystone Species in a Cystic .pdf","","","anaerobes; clindamycin; fermentation; metabolomics; metagenomics; mucus plugs; transcriptomics; WinCF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55EYNZT6","journalArticle","2021","Little, Mark; George, Emma E.; Arts, Milou G. I.; Shivak, Jade; Benler, Sean; Huckeba, Joel; Quinlan, Zachary A.; Boscaro, Vittorio; Mueller, Benjamin; Güemes, Ana Georgina Cobián; Rojas, Maria Isabel; White, Brandie; Petras, Daniel; Silveira, Cynthia B.; Haas, Andreas F.; Kelly, Linda Wegley; Vermeij, Mark J. A.; Quinn, Robert A.; Keeling, Patrick J.; Dorrestein, Pieter C.; Rohwer, Forest; Roach, Ty N. F.","Three-Dimensional Molecular Cartography of the Caribbean Reef-Building Coral Orbicella faveolata","Frontiers in Marine Science","","2296-7745","10.3389/fmars.2021.627724","https://www.frontiersin.org/articles/10.3389/fmars.2021.627724","All organisms host a diversity of associated viruses, bacteria, and protists, collectively defined as the holobiont. While scientific advancements have enhanced the understanding of the functional roles played by various components of the holobiont, there is a growing need to integrate multiple types of molecular data into spatially and temporally resolved frameworks. To that end, we mapped 16S and 18S rDNA metabarcoding, metatranscriptomics, and metabolomic data onto three-dimensional reconstructions of coral colonies to examine microbial diversity, microbial gene expression, and biochemistry on two colonies of the ecologically important, reef-building coral, Orbicella faveolata and their competitors (i.e., adjacent organisms interacting with the corals: fleshy algae, turf algae, hydrozoans, and other corals). Overall, no statistically significant spatial patterns were observed among the samples for any of the data types; instead, strong signatures of the macroorganismal hosts (e.g., coral, algae, hydrozoa) were detected, in the microbiome, the transcriptome, and the metabolome. The 16S rDNA analysis demonstrated higher abundance of Firmicutes in the coral microbiome than in its competitors. A single bacterial amplicon sequence variant from the genus Clostridium was found exclusively in all O. faveolata samples. In contrast to microbial taxa, a portion of the functionally annotated bacterial RNA transcripts (6.86%) and metabolites (1.95%) were ubiquitous in all coral and competitor samples. Machine learning analysis of microbial transcripts revealed elevated T7-like cyanophage-encoded photosystem II transcripts in O. faveolata samples, while sequences involved in bacterial cell division were elevated in turf algal and interface samples. Similar analysis of metabolites revealed that bacterial-produced antimicrobial and antifungal compounds were highly enriched in coral samples. This study provides insight into the spatial and biological patterning of the coral microbiome, transcriptome, and metabolome.","2021","2024-02-26 08:48:00","2024-02-26 09:00:14","2024-02-26 08:47:59","","","","8","","","","","","","","","","","","","","","Frontiers","","","","/home/abelardoacm/Zotero/storage/BZUWB3GE/Little et al. - 2021 - Three-Dimensional Molecular Cartography of the Car.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUXHSP9I","journalArticle","2020","Silveira, Cynthia B.; Coutinho, Felipe H.; Cavalcanti, Giselle S.; Benler, Sean; Doane, Michael P.; Dinsdale, Elizabeth A.; Edwards, Robert A.; Francini-Filho, Ronaldo B.; Thompson, Cristiane C.; Luque, Antoni; Rohwer, Forest L.; Thompson, Fabiano","Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes","BMC Genomics","","1471-2164","10.1186/s12864-020-6523-2","https://doi.org/10.1186/s12864-020-6523-2","Bacteriophages encode genes that modify bacterial functions during infection. The acquisition of phage-encoded virulence genes is a major mechanism for the rise of bacterial pathogens. In coral reefs, high bacterial density and lysogeny has been proposed to exacerbate reef decline through the transfer of phage-encoded virulence genes. However, the functions and distribution of these genes in phage virions on the reef remain unknown.","2020-02-05","2024-02-26 08:48:12","2024-02-26 08:48:12","2024-02-26 08:48:12","126","","1","21","","BMC Genomics","","","","","","","","","","","","","BioMed Central","","","","/home/abelardoacm/Zotero/storage/JFFFYTXN/Silveira et al. - 2020 - Genomic and ecological attributes of marine bacter.pdf; /home/abelardoacm/Zotero/storage/T37WQ7D3/s12864-020-6523-2.html","","","Bacterial pathogenicity; Lysogeny; Marine phage; Virome; Virulence genes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69PY9VX4","journalArticle","2020","Luque, Antoni; Silveira, Cynthia B.","Quantification of Lysogeny Caused by Phage Coinfections in Microbial Communities from Biophysical Principles","mSystems","","","10.1128/msystems.00353-20","https://journals.asm.org/doi/full/10.1128/msystems.00353-20","Temperate phages can associate with their bacterial host to form a lysogen, often modifying the phenotype of the host. Lysogens are dominant in the microbially dense environment of the mammalian gut. This observation contrasts with the long-standing hypothesis of lysogeny being favored at low microbial densities, such as in oligotrophic marine environments. Here, we hypothesized that phage coinfections—a well-understood molecular mechanism of lysogenization—increase at high microbial abundances. To test this hypothesis, we developed a biophysical model of coinfection for marine and gut microbiomes. The model stochastically sampled ranges of phage and bacterial concentrations, adsorption rates, lysogenic commitment times, and community diversity from each environment. In 90% of the sampled marine communities, less than 10% of the bacteria were predicted to be lysogenized via coinfection. In contrast, 25% of the sampled gut communities displayed more than 25% of lysogenization. The probability of lysogenization in the gut was a consequence of the higher densities and higher adsorption rates. These results suggest that, on average, coinfections can form two trillion lysogens in the human gut every day. In marine microbiomes, which were characterized by lower densities and phage adsorption rates, lysogeny via coinfection was still possible for communities with long lysogenic commitment times. Our study indicates that different physical factors causing coinfections can reconcile the traditional view of lysogeny at poor host growth (long commitment times) and the recent Piggyback-the-Winner framework proposing that lysogeny is favored in rich environments (high densities and adsorption rates). IMPORTANCE The association of temperate phages and bacterial hosts during lysogeny manipulates microbial dynamics from the oceans to the human gut. Lysogeny is well studied in laboratory models, but its environmental drivers remain unclear. Here, we quantified the probability of lysogenization caused by phage coinfections, a well-known trigger of lysogeny, in marine and gut microbial environments. Coinfections were quantified by developing a biophysical model that incorporated the traits of viral and bacterial communities. Lysogenization via coinfection was more frequent in highly productive environments like the gut, due to higher microbial densities and higher phage adsorption rates. At low cell densities, lysogenization occurred in bacteria with long duplication times. These results bridge the molecular understanding of lysogeny with the ecology of complex microbial communities.","2020-09-15","2024-02-26 08:48:29","2024-02-26 08:48:29","2024-02-26 08:48:29","10.1128/msystems.00353-20","","5","5","","","","","","","","","","","","","","","journals.asm.org (Atypon)","","Publisher: American Society for Microbiology","","/home/abelardoacm/Zotero/storage/K6AGFV2H/Luque and Silveira - 2020 - Quantification of Lysogeny Caused by Phage Coinfec.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DBD956P","journalArticle","2020","Roach, Ty N. F.; Little, Mark; Arts, Milou G. I.; Huckeba, Joel; Haas, Andreas F.; George, Emma E.; Quinn, Robert A.; Cobián-Güemes, Ana G.; Naliboff, Douglas S.; Silveira, Cynthia B.; Vermeij, Mark J. A.; Kelly, Linda Wegley; Dorrestein, Pieter C.; Rohwer, Forest","A multiomic analysis of in situ coral–turf algal interactions","Proceedings of the National Academy of Sciences","","","10.1073/pnas.1915455117","https://www.pnas.org/doi/abs/10.1073/pnas.1915455117","Viruses, microbes, and host macroorganisms form ecological units called holobionts. Here, a combination of metagenomic sequencing, metabolomic profiling, and epifluorescence microscopy was used to investigate how the different components of the holobiont including bacteria, viruses, and their associated metabolites mediate ecological interactions between corals and turf algae. The data demonstrate that there was a microbial assemblage unique to the coral-turf algae interface displaying higher microbial abundances and larger microbial cells. This was consistent with previous studies showing that turf algae exudates feed interface and coral-associated microbial communities, often at the detriment of the coral. Further supporting this hypothesis, when the metabolites were assigned a nominal oxidation state of carbon (NOSC), we found that the turf algal metabolites were significantly more reduced (i.e., have higher potential energy) compared to the corals and interfaces. The algae feeding hypothesis was further supported when the ecological outcomes of interactions (e.g., whether coral was winning or losing) were considered. For example, coral holobionts losing the competition with turf algae had higher Bacteroidetes-to-Firmicutes ratios and an elevated abundance of genes involved in bacterial growth and division. These changes were similar to trends observed in the obese human gut microbiome, where overfeeding of the microbiome creates a dysbiosis detrimental to the long-term health of the metazoan host. Together these results show that there are specific biogeochemical changes at coral–turf algal interfaces that predict the competitive outcomes between holobionts and are consistent with algal exudates feeding coral-associated microbes.","2020-06-16","2024-02-26 08:48:45","2024-02-26 08:48:45","2024-02-26 08:48:45","13588-13595","","24","117","","","","","","","","","","","","","","","pnas.org (Atypon)","","Publisher: Proceedings of the National Academy of Sciences","","/home/abelardoacm/Zotero/storage/4KGIWCJU/Roach et al. - 2020 - A multiomic analysis of in situ coral–turf algal i.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CRDQZ6TH","preprint","2020","Anthenelli, Maxwell; Jasien, Emily; Edwards, Robert; Bailey, Barbara; Felts, Ben; Katira, Parag; Nulton, James; Salamon, Peter; Rohwer, Forest; Silveira, Cynthia B.; Luque, Antoni","Phage and bacteria diversification through a prophage acquisition ratchet","","","","10.1101/2020.04.08.028340","https://www.biorxiv.org/content/10.1101/2020.04.08.028340v1","Lysogeny is prevalent in the microbial-dense mammalian gut. This contrasts the classical view of lysogeny as a refuge used by phages under poor host growth conditions. Here we hypothesize that as carrying capacity increases, lysogens escape phage top-down control through superinfection exclusion, overcoming the canonical trade-off between competition and resistance. This hypothesis was tested by developing an ecological model that combined lytic and lysogenic communities and a diversification model that estimated the accumulation of prophages in bacterial genomes. The ecological model sampled phage-bacteria traits stochastically for communities ranging from 1 to 1000 phage-bacteria pairs, and it included a fraction of escaping lysogens proportional to the increase in carrying capacity. The diversification model introduced new prophages at each diversification step and estimated the distribution of prophages per bacteria using combinatorics. The ecological model recovered the range of abundances and sublinear relationship between phage and bacteria observed across eleven ecosystems. The diversification model predicted an increase in the number of prophages per genome as bacterial abundances increased, in agreement with the distribution of prophages on 833 genomes from marine and human-associated bacteria. The study of lysogeny presented here offers a framework to interpret viral and microbial abundances and reconciles the Kill-the-Winner and Piggyback-the-Winner paradigms in viral ecology.","2020-04-09","2024-02-26 08:49:01","2024-02-26 08:49:01","2024-02-26 08:49:01","","","","","","","","","","","","bioRxiv","","en","© 2020, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution 4.0 International), CC BY 4.0, as described at http://creativecommons.org/licenses/by/4.0/","","","","bioRxiv","","Pages: 2020.04.08.028340 Section: New Results","","/home/abelardoacm/Zotero/storage/RC7J3LGD/Anthenelli et al. - 2020 - Phage and bacteria diversification through a proph.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSN7UEIX","journalArticle","2019","Coutinho, F. H.; Silveira, C. B.; Gregoracci, G. B.; Thompson, C. C.; Edwards, R. A.; Brussaard, C. P. D.; Dutilh, B. E.; Thompson, F. L.","Reply to: Caution in inferring viral strategies from abundance correlations in marine metagenomes","Nature Communications","","2041-1723","10.1038/s41467-018-08286-4","https://www.nature.com/articles/s41467-018-08286-4","","2019-01-30","2024-02-26 08:49:19","2024-02-26 08:49:19","2024-02-26 08:49:19","502","","1","10","","Nat Commun","Reply to","","","","","","","en","2019 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","/home/abelardoacm/Zotero/storage/BV2HHK82/Coutinho et al. - 2019 - Reply to Caution in inferring viral strategies fr.pdf","","","Microbial biooceanography; Microbial ecology; Virus–host interactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GFQVJEJ","journalArticle","2019","Silveira, Cynthia B; Luque, Antoni; Roach, Ty NF; Villela, Helena; Barno, Adam; Green, Kevin; Reyes, Brandon; Rubio-Portillo, Esther; Le, Tram; Mead, Spencer; Hatay, Mark; Vermeij, Mark JA; Takeshita, Yuichiro; Haas, Andreas; Bailey, Barbara; Rohwer, Forest","Biophysical and physiological processes causing oxygen loss from coral reefs","eLife","","2050-084X","10.7554/eLife.49114","https://doi.org/10.7554/eLife.49114","The microbialization of coral reefs predicts that microbial oxygen consumption will cause reef deoxygenation. Here we tested this hypothesis by analyzing reef microbial and primary producer oxygen metabolisms. Metagenomic data and in vitro incubations of bacteria with primary producer exudates showed that fleshy algae stimulate incomplete carbon oxidation metabolisms in heterotrophic bacteria. These metabolisms lead to increased cell sizes and abundances, resulting in bacteria consuming 10 times more oxygen than in coral incubations. Experiments probing the dissolved and gaseous oxygen with primary producers and bacteria together indicated the loss of oxygen through ebullition caused by heterogenous nucleation on algae surfaces. A model incorporating experimental production and loss rates predicted that microbes and ebullition can cause the loss of up to 67% of gross benthic oxygen production. This study indicates that microbial respiration and ebullition are increasingly relevant to reef deoxygenation as reefs become dominated by fleshy algae.","2019-12-03","2024-02-26 08:49:34","2024-02-26 08:49:34","2024-02-26 08:49:34","e49114","","","8","","","","","","","","","","","","","","","eLife","","Publisher: eLife Sciences Publications, Ltd","","/home/abelardoacm/Zotero/storage/EPBLIW5A/Silveira et al. - 2019 - Biophysical and physiological processes causing ox.pdf","","","biomass; dissolved organic carbon; fleshy algae; microbialization; oxygen; respiration","Howard, Evan; Baldwin, Ian T","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M5P6YP7V","journalArticle","2018","Nakajima, Ryota; Haas, Andreas F.; Silveira, Cynthia B.; Kelly, Emily L. A.; Smith, Jennifer E.; Sandin, Stuart; Kelly, Linda W.; Rohwer, Forest; Nakatomi, Nobuyuki; Kurihara, Haruko","Release of dissolved and particulate organic matter by the soft coral <i>Lobophytum</i> and subsequent microbial degradation","Journal of Experimental Marine Biology and Ecology","","0022-0981","10.1016/j.jembe.2018.02.008","https://www.sciencedirect.com/science/article/pii/S0022098117302307","Understanding the release and remineralization of organic matter by benthic macroorganisms provides insight into nutrient cycling and microbial metabolism in coral reef environments. The release rate of particulate (POC) and dissolved organic carbon (DOC) by the soft coral Lobophytum crassum was quantified and subsequent bacterial growth rates determined in response to this resource, and compared with results from those of the common hard coral Acropora intermedia. The results of this study show that the soft coral released more DOC than POC into the surrounding seawater, similar to what was measured for the hard coral species. However, the soft coral-derived organic matter fostered a lower microbial growth rate with a lower growth efficiency compared to DOC and POC of hard corals, likely due to the lower C:N ratio of the organic matter derived from soft corals. These results suggest that soft coral exudates are relatively refractory compared to the mucus of hard corals. Possible phase shifts from hard to soft corals on degraded reefs may represent very different changes in microbial community dynamics and metabolism as compared to the widely studied coral-algal phase shifts.","2018-07-01","2024-02-26 08:50:18","2024-02-26 08:50:18","2024-02-26 08:50:18","53-60","","","504","","Journal of Experimental Marine Biology and Ecology","","","","","","","","","","","","","ScienceDirect","","","","/home/abelardoacm/Zotero/storage/659TY5TQ/S0022098117302307.html","","","Bacteria; C:N ratio; Coral mucus; DOC; POC; Soft corals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCLUMEJB","journalArticle","2017","Coutinho, Felipe H.; Silveira, Cynthia B.; Gregoracci, Gustavo B.; Thompson, Cristiane C.; Edwards, Robert A.; Brussaard, Corina P. D.; Dutilh, Bas E.; Thompson, Fabiano L.","Marine viruses discovered via metagenomics shed light on viral strategies throughout the oceans","Nature Communications","","2041-1723","10.1038/ncomms15955","https://www.nature.com/articles/ncomms15955","Marine viruses are key drivers of host diversity, population dynamics and biogeochemical cycling and contribute to the daily flux of billions of tons of organic matter. Despite recent advancements in metagenomics, much of their biodiversity remains uncharacterized. Here we report a data set of 27,346 marine virome contigs that includes 44 complete genomes. These outnumber all currently known phage genomes in marine habitats and include members of previously uncharacterized lineages. We designed a new method for host prediction based on co-occurrence associations that reveals these viruses infect dominant members of the marine microbiome such as Prochlorococcus and Pelagibacter. A negative association between host abundance and the virus-to-host ratio supports the recently proposed Piggyback-the-Winner model of reduced phage lysis at higher host densities. An analysis of the abundance patterns of viruses throughout the oceans revealed how marine viral communities adapt to various seasonal, temperature and photic regimes according to targeted hosts and the diversity of auxiliary metabolic genes.","2017-07-05","2024-02-26 08:50:33","2024-02-26 08:50:33","2024-02-26 08:50:33","15955","","1","8","","Nat Commun","","","","","","","","en","2017 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","/home/abelardoacm/Zotero/storage/L66P3JZX/Coutinho et al. - 2017 - Marine viruses discovered via metagenomics shed li.pdf","","","Marine biology; Metagenomics; Microbial ecology; Water microbiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
